line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office_source,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,customs_office,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty
300,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Glaces,glaces,1200,200,livres,livres,6,1789,Lille,Lille,Isle de France,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,9,36030,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Île de France,Île-de-France,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,139,glaces,6k,x,Glaces et Verrerie,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,125,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Meubles, glaces et miroirs",No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,97.900002,,0,0,0,1,1,0,1200,1,0,0
303,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Glaces ; de ? crud ; ?,glaces de ??? cru ???,80,2,en nombre,en nombre,40,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,9,480,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,2,glaces de ??? cru ???,9c,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,2,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Produits inconnus,No link with beaver,,,,Divers incertains et inconnus,Various uncertain and unknown,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,nombre,1,nombre,1,0,2,,0,0,0,1,1,0,80,1,0,0
308,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Graines ; diverses,graine diverse,105,,,unité manquante,,1789,Lille,Lille,,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,9,285,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,51,graine diverse,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,413,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Graines diverses et mélangées,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits agricoles,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,105,0,0,
317,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Habillements ; en gilets ; fil et coton,habillement en gilets fil et coton,750,250,en nombre,en nombre,3,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,9,4314,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,2,gilets de coton et de fil,8,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,2,,Pas grain (0),not raw cotton,cotton goods,Not coffee,Sans lien avec la porcelaine,out,Habits et lingerie,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,nombre,1,nombre,1,0,250,,0,0,0,1,1,0,750,1,0,0
320,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Habillements ; en vestes,habillement en vestes,264,,,unité manquante,,1789,Lille,Lille,,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,9,887,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,2,vestes,8,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,29,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Habits et lingerie,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,264,0,0,
322,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Habillements ; en vestes ; de fil et coton,habillement en vestes de fil et coton,240,80,en nombre,en nombre,3,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,9,2019,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,5,vestes de coton et fil,8,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,5,,Pas grain (0),not raw cotton,cotton goods,Not coffee,Sans lien avec la porcelaine,out,Habits et lingerie,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,nombre,1,nombre,1,0,80,,0,0,0,1,1,0,240,1,0,0
325,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Horlogerie ; diverse,horlogerie diverse,150,,,unité manquante,,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,9,668,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,3,horloge,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,42,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Horlogerie,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,150,0,0,
327,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Houblon,houblon,1050,2100,livres,livres,.5,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,9,50,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,296,houblon,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,286,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Matières premières diverses,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Matières premières,Non-agricultural primary goods,Produits primaires,Peut-être réexportation,livres,1,kg,.4895,0,1027.95,,0,0,0,1,1,0,1050,1,0,0
330,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Huile d'olive,huile d'olive,3200,3200,livres,livres,1,1789,Lille,Lille,Provence,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,5884,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Provence,Provence,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,1666,huile d'olive,4,x,Huile d'olive de France,0,Hors Canada,,0,not a medical product,2680,Huile ; d'olive ; blanc ; de Gènes,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huile d'olive à manger,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,1566.4,,0,0,0,1,1,0,3200,1,0,0
335,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Huile ; de graine,huile de graine,3902,7804,livres,livres,.5,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,56826,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,170,huile de graine,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,587,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huiles diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,3820.0581,,0,0,0,1,1,0,3902,1,0,0
342,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Lingerie ; en chemises,lingerie en chemises,7640,3688,aunes,aunes,2.071583514099783,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,1,chemises,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,139,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Habits et lingerie,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,438281.91,,0,0,0,1,1,0,7640,1,0,0
345,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Librairie ; en almanach ; broché,librairie en almanachs brochés,330,150,livres,livres,2.2,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,502,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,2,almanachs brochés,8,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,2,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Librairie,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,73.425003,,0,0,0,1,1,0,330,1,0,0
349,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Librairie ; brochée,librairie brochée,632,316,livres,livres,2,1789,Lille,Lille,Lyonnais,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,2400,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Lyonnais,Lyonnais,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,2,librairie brochée,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,13,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Librairie,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,154.68201,,0,0,0,1,1,0,632,1,0,0
351,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Librairie ; reliée,librairie reliée,1442,577,livres,livres,2.499133448873483,1789,Lille,Lille,Lyonnais,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,7785,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Lyonnais,Lyonnais,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,3,librairie reliée,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,11,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Librairie,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,282.4415,,0,0,0,1,1,0,1442,1,0,2.2737368e-13
353,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Librairie ; en blanc,librairie en blanc,1944,1296,livres,livres,1.5,1789,Lille,Lille,Lyonnais,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,1230,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Lyonnais,Lyonnais,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,3,librairie en blanc,6c,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,3,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Librairie,No link with beaver,,,,Papier,Paper products,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,634.39203,,0,0,0,1,1,0,1944,1,0,0
354,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Librairie ; en feuilles,librairie en feuilles,1666,833,livres,livres,2,1789,Lille,Lille,Lyonnais,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,7194,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Lyonnais,Lyonnais,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,5,livres en feuilles,6c,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,6,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Librairie,No link with beaver,,,,Papier,Paper products,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,407.75351,,0,0,0,1,1,0,1666,1,0,0
361,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Marchandises ; à la valeur,marchandises à la valeur,437,,,unité manquante,,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,2296,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,173,marchandises à l'estimation,9b,x,,0,Peut-être Canada,,0,not a medical product,510,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,437,0,0,
365,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Mercerie ; diverse,mercerie diverse,592,,,unité manquante,,1789,Lille,Lille,,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,824,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,20,mercerie,9b,x,,0,Hors Canada,,0,not a medical product,3107,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Mercerie,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,592,0,0,
369,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Mercerie ; mêlée,mercerie mêlée,1858,531,livres,livres,3.499058380414313,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,6997,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,51,mercerie,9b,x,,0,Hors Canada,,0,not a medical product,3107,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Mercerie,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,259.9245,,0,0,0,1,1,0,1858,1,0,0
373,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Mercerie ; commune,mercerie commune,1542,771,livres,livres,2,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,9682,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,30,mercerie commune,9b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,216,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Mercerie,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,377.40451,,0,0,0,1,1,0,1542,1,0,0
376,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Mercerie ; commune,mercerie commune,4042,2021,livres,livres,2,1789,Lille,Lille,Lyonnais,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,20738,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Lyonnais,Lyonnais,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,30,mercerie commune,9b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,216,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Mercerie,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.4895,0,989.27948,,0,0,0,1,1,0,4042,1,0,0
379,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Meubles ; divers,meubles divers,421,,,unité manquante,,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,10,3333,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,20,mobilier,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,777,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Meubles, glaces et miroirs",No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,421,0,0,
385,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Mouchoirs ; de coton,mouchoirs de coton,945,89,douzaines,douzaine,10.61797752808989,1789,Lille,Lille,Normandie,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,11,41790,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Normandie,Normandie,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,291,mouchoirs de coton,6g,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,632,,Pas grain (0),not raw cotton,cotton goods,Not coffee,Sans lien avec la porcelaine,out,Châles et mouchoirs hors soie,No link with beaver,tissés,milieu de gamme,milieu de gamme,Filés ou tissés de coton,Coton threads and fabrics,Coton threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,nombre,12,nombre,1,0,1068,,0,0,0,1,1,0,945,1,0,0
387,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Mouchoirs ; de fil,mouchoirs de fil,45,1.5,douzaines,douzaine,30,1789,Lille,Lille,Flandre,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,11,,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Flandres,Flandre,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,144,mouchoirs de fil,6d,x,,0,Hors Canada,,0,not a medical product,316,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Châles et mouchoirs hors soie,No link with beaver,tissés,bas de gamme,milieu de gamme,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,nombre,12,nombre,1,0,18,,0,0,0,1,1,0,45,1,0,0
391,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Mouchoirs ; de soye et coton,mouchoirs de soie et coton,48,222.5,douzaines,douzaine,.2157303370786517,1789,Lille,Lille,Languedoc,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,11,96,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Languedoc,Languedoc,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,2,mouchoirs de coton et soie,6f,,Prohibé,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,10,,Pas grain (0),not raw cotton,cotton goods,Not coffee,Sans lien avec la porcelaine,out,Châles et mouchoirs hors soie,No link with beaver,,,,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Silk threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,nombre,12,nombre,1,0,2670,,0,0,0,1,1,0,48,1,0,0
393,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Orfevrerie,orfèvrerie,90,,,unité manquante,,1789,Lille,Lille,,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,11,279,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,14,orfèvrerie,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,254,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Argenterie et orfèvrerie,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Matières d'or et d'argent,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,90,0,0,
396,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Ouvrages ; de bois ; divers,ouvrages de bois divers,156,,,unité manquante,,1789,Lille,Lille,,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,11,2520,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,13,ouvrages de bois,6b,x,,0,Peut-être Canada,,0,not a medical product,2,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,156,0,0,
397,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Ouvrages ; de cuir ; divers,ouvrages de cuir divers,6791,,,unité manquante,,1789,Lille,Lille,,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,11,1893,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,2,ouvrages de cuir,6a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,172,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,6791,0,0,
400,National toutes directions partenaires manquants,1789,Flandre,dunkerque,Dunkerque,Exports,Ouvrages ; en dorure,ouvrages en dorure,3408,,,unité manquante,,1789,Lille,Lille,Lyonnais,,0,sources/National toutes directions partenaires manquants/AN_F12_1666_Lille_Exports_1789.csv,AN F12 1666,11,9673,,,,Jérémy Hervelin,,,,,,,,,,,Flandre,Flandre,Flandre,Lille,Lyonnais,Lyonnais,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,4,ouvrages en dorure,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,4,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Dorure,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,3408,0,0,
