line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office_source,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,customs_office,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty
144,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Bois de construction,bois de construction,300,,,unité manquante,,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,146,bois pour construction,6b,x,,0,Hors Canada,,0,not a medical product,409,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bois divers hors combustible,No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Matières premières,Agriculture,Produits primaires,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,300,0,0,
145,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Bois en bordages,bois en bordage,1800,1800,pieds,pieds,1,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1,bordage,7,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,9,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bâtiments de mer et apparaux,No link with beaver,,,,Machines et moyens de transport y compris sellerie,Machines and transportation,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pieds de roi,1,cm,32.484,0,58471.199,.030784385,0,0,0,1,1,0,1800,0,0,0
146,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Charbon de bois,charbon de bois,625,25000,livres,livres,.025,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,106,charbon de bois,3,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,305,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Combustibles dont charbons et bois,No link with beaver,,,,Combustibles,Fuels,Other,non,Matières premières,Non-agricultural primary goods,Produits primaires,Pas réexportation,livres,1,kg,.4895,0,12237.5,.051072523,0,0,0,1,1,0,625,0,0,0
147,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Chaux,chaux,375,25,tonneaux,tonneaux,15,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,239,chaux,5,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,215,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Matières premières diverses,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,non,Matières premières,Non-agricultural primary goods,Produits primaires,Peut-être réexportation,tonneaux,1,kg,2569.875,0,64246.875,.0058368598,0,0,0,1,1,0,375,0,0,0
148,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Exports,Eau de vie simple,eau-de-vie simple,2040.48,14.17,muids,muids,144,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,10 sous la pinte,0,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,217,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,3777.552,.54015934,0,0,0,1,1,1,2040,0,0,-.47999999
149,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Exports,Eau de vie simple,eau-de-vie simple,8316,57.75,muids,muids,144,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,10 sous la pinte,0,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,217,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,15395.457,.54015934,0,0,0,1,1,0,8316,0,0,0
150,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Exports,Eau de vie simple,eau-de-vie simple,46480.31999999999,322.78,muids,muids,144,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,10 sous la pinte,0,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,217,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,86049.273,.54015934,0,0,0,1,1,1,46480,0,0,-.31999999
151,National toutes directions partenaires manquants,1789,La Rochelle,La prusse,Prusse,Exports,Eau de vie simple,eau-de-vie simple,587.5199855999999,4.0799999,muids,muids,144,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,10 sous la pinte,0,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Prusse,Nord,Prusse,Prusse,Prusse,Not Outre-mers,217,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,1087.679,.54015934,0,0,0,1,1,1,588,0,0,.48001441
152,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Eau de vie simple,eau-de-vie simple,57177.6443903,360.97,muids,muids,158.39999,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",0,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Aunis,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,217,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,96230.273,.59417522,0,0,0,1,1,1,57178,0,0,.35560969
153,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Exports,Eau de vie simple,eau-de-vie simple,7893.071818499981,49.830002,muids,muids,158.39999,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",.40000001,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Aunis,Aunis,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,217,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,13284.081,.59417522,0,0,0,1,1,1,7894,0,0,.92818153
154,National toutes directions partenaires manquants,1789,La Rochelle,Lorient,Lorient,Exports,Eau de vie simple,eau-de-vie simple,26623.8703192,168.08,muids,muids,158.39999,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",1.6,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Aunis,Aunis,Lorient,France,Lorient,France,France,Not Outre-mers,217,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,44808.109,.59417522,0,0,0,1,1,1,26626,0,0,2.1296809
155,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Exports,Eau de vie simple,eau-de-vie simple,7479.647686199991,47.220001,muids,muids,158.39999,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",4,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Aunis,Aunis,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,217,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,12588.285,.59417522,0,0,0,1,1,1,7484,0,0,4.352314
156,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Exports,Eau de vie simple,eau-de-vie simple,206605.8589567,1304.33,muids,muids,158.39999,1789,La Rochelle,Marennes,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",42.599998,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Aunis,Aunis,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,217,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,347718.72,.59417522,0,0,0,1,1,1,206649,0,0,43.141045
157,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Exports,Eau de vie simple,eau-de-vie simple,2420.3518472,15.28,muids,muids,158.39999,1789,La Rochelle,Marennes,Guyenne,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,"11 sous la pinte (erreur sur le doc, ils ont marqué 10sous)",0,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Guyenne,Guyenne,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,217,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,pintes,280,litres,.9521000000000001,1,4073.4646,.59417522,0,0,0,1,1,1,2420,0,0,-.3518472
158,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Fromage,fromage,180.000006,600,livres,livres,.30000001,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1893,fromage,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1906,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fromage,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,293.70001,.61287028,0,0,0,1,1,1,180,0,0,-6.0000002e-06
159,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Futailles,futailles,210,14,pieces,pièces,15,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,279,futailles,6b,x,,0,Peut-être Canada,,0,not a medical product,289,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,14,15,0,0,0,1,1,0,210,0,0,0
160,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Marchandises à la valeur,marchandises à la valeur,117,,,unité manquante,,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,292,marchandises à l'estimation,9b,x,,0,Peut-être Canada,,0,not a medical product,510,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,117,0,0,
161,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Poisson salé divers,poisson salé divers,868,,,unité manquante,,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,13,poisson salé,0a,x,,0,Pêche d'Amérique avant 1763,,1,not a medical product,590,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,868,0,0,
162,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Exports,Sel,sel,176559.7421529,19617750,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,erreur de calcul,99999.133,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,1557,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,9602889,.018386107,0,0,0,1,1,1,266750,0,0,90190.258
163,National toutes directions partenaires manquants,1789,La Rochelle,Bayonne,Bayonne,Exports,Sel,sel,2591.9998848,288000,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,erreur de calcul,-124,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Bayonne,France,Bayonne,France,France,Not Outre-mers,1557,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,140976,.018386107,0,0,0,1,1,1,2324,0,0,-267.99988
164,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Exports,Sel,sel,1279.79994312,142200,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,marchandises en estimation,.30000001,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,1557,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,69606.898,.018386107,0,0,0,1,1,1,1209,0,0,-70.799942
165,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Exports,Sel,sel,5487.749756099999,609750,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,marchandises en estimation,-.88,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,1557,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,298472.63,.018386107,0,0,0,1,1,1,5182,0,0,-305.74976
166,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Exports,Sel,sel,30035.2486651,3337250,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,marchandises en estimation,-.63,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,1557,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,1633583.9,.018386107,0,0,0,1,1,1,28366,0,0,-1669.2487
167,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Exports,Sel,sel,3806.999830799999,423000,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,marchandises en estimation,-.5,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,1557,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,207058.5,.018386107,0,0,0,1,1,1,3595,0,0,-211.99983
168,National toutes directions partenaires manquants,1789,La Rochelle,Etats de l'Empereur,États de l'Empereur,Exports,Sel,sel,6455.699713079999,717300,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,marchandises en estimation,-.050000001,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,États de l'Empereur,Flandre et autres états de l'Empereur,États de l'Empereur,Flandres,États de l'Empereur,Not Outre-mers,1557,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,351118.34,.018386107,0,0,0,1,1,1,6097,0,0,-358.69971
169,National toutes directions partenaires manquants,1789,La Rochelle,La prusse,Prusse,Exports,Sel,sel,20663.09908164,2295900,livres,livres,.0089999996,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed Nahoudha,,marchandises en estimation,-.15000001,,,,,,,,La Rochelle,Aunis,Aunis,Marennes,Saintonge,Saintonge,Prusse,Nord,Prusse,Prusse,Prusse,Not Outre-mers,1557,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.4895,0,1123843,.018386107,0,0,0,1,1,1,19515,0,0,-1148.0991
