cargo,cargo_standardized_fr,departure_uhgs_id,departure_fr,destination_uhgs_id,destination_fr,destination_partner_balance_1789,destination_partner_balance_supp_1789,destination_substate_1789_fr,destination_state_1789_fr,tonnage,outdate_fixed,nb_cargo,commodity_as_toflit
Ratafia,ratafia,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,300.0,1789-10-27,28.0,Subsistances
Pipes,pipes,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,300.0,1789-10-27,28.0,Industrie française et étrangère
Parfumeries et gants de peau,parfumeries et gants de peau,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,300.0,1789-10-27,28.0,Unknown for TOFLIT
"Merceries, quincailles et armes à feu","merceries, quincailles et armes à feu",A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,300.0,1789-10-27,28.0,Unknown for TOFLIT
Médicamens,médicamens,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,300.0,1789-10-27,28.0,Drogues médicinales
Huile,Huile,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,300.0,1789-10-27,28.0,Matières premières
Fromage,Fromage,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,300.0,1789-10-27,28.0,Subsistances
Fer en barre,fer en barre,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,300.0,1789-10-27,28.0,Industrie française et étrangère
Fayance,fayance,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,300.0,1789-10-27,28.0,Industrie française et étrangère
bois,Bois,A0210797,Marseille,A0118264,Carthagène ,Espagne,Etranger,,Espagne,,1789-02-22,1.0,Matières premières
vin,Vin,A0210797,Marseille,A1964975,Italie,,Etranger,,multi-Etat,,1789-09-04,1.0,Subsistances
marchandises,Diverses marchandises,A0210797,Marseille,A0026844,Tunis,,Etranger,Régence de Tunis,Empire ottoman,,1789-02-22,4.0,Divers
laines d' Espagne,laines d' espagne,A0210797,Marseille,A0026844,Tunis,,Etranger,Régence de Tunis,Empire ottoman,,1789-02-22,4.0,Unknown for TOFLIT
marchandises,Diverses marchandises,A0210797,Marseille,A0026844,Tunis,,Etranger,Régence de Tunis,Empire ottoman,,1789-02-22,4.0,Divers
passagers,Passagers,A0210797,Marseille,A0026844,Tunis,,Etranger,Régence de Tunis,Empire ottoman,,1789-02-22,4.0,
douves,douves,A0210797,Marseille,A0118264,Carthagène ,Espagne,Etranger,,Espagne,,1789-02-22,2.0,Industrie française et étrangère
bois de construction,Bois de construction,A0210797,Marseille,A0118264,Carthagène ,Espagne,Etranger,,Espagne,,1789-02-22,2.0,Matières premières
vin,Vin,A0210797,Marseille,A0148992,Nice,,Etranger,,Royaume de Piémont-Sardaigne,,1789-06-26,2.0,Subsistances
passagers,Passagers,A0210797,Marseille,A0148992,Nice,,Etranger,,Royaume de Piémont-Sardaigne,,1789-06-26,2.0,
eau de vie,Eau-de-vie,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-08-15,2.0,Subsistances
bléd,Blé,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-08-15,2.0,Subsistances
passager,Passagers,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-08-17,2.0,
corail de retour,corail de retour,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-08-17,2.0,Unknown for TOFLIT
cacao,cacao,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-12-22,3.0,Subsistances
campeche,campeche,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-12-22,3.0,Unknown for TOFLIT
passagers,Passagers,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-12-22,3.0,
marchandises,Diverses marchandises,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-10-19,3.0,Divers
feves,Fèves,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-10-19,3.0,Subsistances
passagers,Passagers,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-10-19,3.0,
passagers,Passagers,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-11-10,4.0,
raisins secs,raisins secs,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-11-10,4.0,Subsistances
vin,Vin,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-11-10,4.0,Subsistances
jus de limons,jus de limons,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-11-10,4.0,Subsistances
bléd,Blé,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-11-19,1.0,Subsistances
douves,douves,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-02-22,2.0,Industrie française et étrangère
Noisettes,noisettes,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-02-22,2.0,Subsistances
farine,Farine,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-05-12,4.0,Subsistances
poisson salé,poisson salé,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-05-12,4.0,Subsistances
vin,Vin,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-05-12,4.0,Subsistances
passagers,Passagers,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-05-12,4.0,
cercles,Cercles,A0210797,Marseille,A0116825,Majorque ,Espagne,Etranger,,Espagne,,1789-05-14,3.0,Industrie française et étrangère
chair salée,chair salée,A0210797,Marseille,A0116825,Majorque ,Espagne,Etranger,,Espagne,,1789-05-14,3.0,Subsistances
passagers,Passagers,A0210797,Marseille,A0116825,Majorque ,Espagne,Etranger,,Espagne,,1789-05-14,3.0,
raclures de cornes,raclures de cornes,A0210797,Marseille,A0251183,Livourne,,Etranger,,Toscane,,1789-05-15,3.0,Matières premières
bray,Brai,A0210797,Marseille,A0251183,Livourne,,Etranger,,Toscane,,1789-05-15,3.0,Matières premières
vin,Vin,A0210797,Marseille,A0251183,Livourne,,Etranger,,Toscane,,1789-05-15,3.0,Subsistances
gros millet,gros millet,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-06-15,2.0,Subsistances
passagers,Passagers,A0210797,Marseille,A0079352,Barcelone,Espagne,Etranger,,Espagne,,1789-06-15,2.0,
marchandises de la foire Beaucaire,marchandises de la foire beaucaire,A0210797,Marseille,A0251183,Livourne,,Etranger,,Toscane,,1789-08-01,2.0,Unknown for TOFLIT
passagers,Passagers,A0210797,Marseille,A0251183,Livourne,,Etranger,,Toscane,,1789-08-01,2.0,
Caffé des isles,Café,A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Subsistances
Vin,Vin,A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Subsistances
Souliers,souliers,A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Industrie française et étrangère
Savon,Savon,A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Industrie française et étrangère
"Salaisons, olives, capres et anchois","salaisons, olives, capres et anchois",A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Unknown for TOFLIT
"Prunes, figues et raisins","prunes, figues et raisins",A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Unknown for TOFLIT
Parfumeries et gants de peau,parfumeries et gants de peau,A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Unknown for TOFLIT
"Livres, estampes et papiers","livres, estampes et papiers",A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Unknown for TOFLIT
Indiennes,indiennes,A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Objets manufacturés
Huile,Huile,A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Matières premières
Eau-de-vie,Eau-de-vie,A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Subsistances
Drogues et teintures,drogues et teintures,A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Unknown for TOFLIT
Confitures et fruits à l’eau-de-vie,confitures et fruits à l’eau-de-vie,A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Unknown for TOFLIT
Chandelles,chandelles,A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Industrie française et étrangère
"Amandes, noix et noisettes","amandes, noix et noisettes",A0210797,Marseille,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,,1789-11-14,15.0,Unknown for TOFLIT
Huile,Huile,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Matières premières
"Livres, estampes et papiers","livres, estampes et papiers",A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Unknown for TOFLIT
Parfumeries et gants de peau,parfumeries et gants de peau,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Unknown for TOFLIT
Ratafia,ratafia,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Subsistances
"Redingotes, habillemens ou casaques","redingotes, habillemens ou casaques",A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Unknown for TOFLIT
Savon,Savon,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Industrie française et étrangère
"Vaisselles, bijoux et meubles","vaisselles, bijoux et meubles",A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Unknown for TOFLIT
Vin,Vin,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Subsistances
Bouchons,bouchons,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Industrie française et étrangère
Chapeaux,chapeaux,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Objets manufacturés
Charcuteries,charcuteries,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Unknown for TOFLIT
Cierges et bougies,cierges et bougies,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Industrie française et étrangère
Confitures et fruits à l’eau-de-vie,confitures et fruits à l’eau-de-vie,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Unknown for TOFLIT
Drogues et teintures,drogues et teintures,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Unknown for TOFLIT
Eau-de-vie,Eau-de-vie,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Subsistances
Fayance,fayance,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Industrie française et étrangère
Fromage,Fromage,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Subsistances
Verreries,verreries,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Industrie française et étrangère
Plomb ou grenaille,plomb ou grenaille,A0210797,Marseille,C0000013,Mozambique,Portugal,Etranger,colonies portugaises d'Afrique,Portugal,160.0,1789-10-01,19.0,Unknown for TOFLIT
marchandises,Diverses marchandises,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-12-23,2.0,Divers
passagers,Passagers,A0210797,Marseille,A0232521,Gênes,,Etranger,,République de Gênes,,1789-12-23,2.0,
