pointcall_outdate,different date if any,captain_name,different capt if any,ship_name,different ship_name if any,ship_homeport,different homeport if any,observations,geniève (pintes de Paris),eau-de-vie (pintes de Paris),Taffia (pintes de Paris),tabac en feuilles (livres poids),thé (livres poids),corinthes (livres poids),vin rouge (pintes),vin fin (pintes),vin (barriques),vin (pots),liqueurs (pintes),tabac en poudre (livre poids),tabac fabriqué (livres poids),tabac en côtes (livres poids),drogues (livres poids),rhubarbre (livres poids),amidon (livres poids),café (livres poids),sucre brut (livres poids),sucre rafiné (livres),sucre en pain (livres poids),mousseline (livres poids),mousseline (livres tounois),mousseline des Indes (livres tournois),mousselines et mouchoirs (livres tournois),mouchoirs de mousseline (livres poids),mouchoirs de mousselin (valeur en £-stg),mouchoirs de soie (livres poids),mouchoirs de soie (livres tournois),perses (livres poids),nankins (livres poids),nankins (pièces),mouchoirs de Bandannoes (livres poids),Bandanoes (livres poids),bandanoes (valeur livres tournois),Bandanoes (pièces),Dimity (?) (livres poids),crêpes (livres poids),Soie des Indes (livres poids),soie et mousseline (livres tournois),marchandises des Indes (livres tournois),soieries (livres tournois),Jalap (livres poids),Taffetas (livres poids),Cambray (en livres tournois),Cambray (en £ stg),cambray (livres poids),Gauzes (livres poids),mercerie fine (livres poids),sené (livres poids),nacres de perle (livres tournois),pots de vess (en bouteiilles) /  potjevleesch???,porcelaine (livres tournois),voiture,Chocolat (livres poids),cartes à jouer (en livres poids),poudre à poudrer (livres poids),ship_id,ship_tonnage,pointcall_name,homeport_uhgs_id,ship_flag_standardized_fr,source_doc_id,homeport_lat,homeport_long,homeport_standardized_fr,mois,outdate,homeport_geom4326,homeport_comte,homeport_substate_1789_fr,homeport_state_1789_fr,pointcall_uhgs_id,pointcall_toponyme_fr,pointcall_toponyme_en,pointcall_lat,pointcall_long,pointcall_substate_1789_fr,pointcall_state_1789_fr,pointcall_partner_balance_1789,pointcall_partner_balance_supp_1789,pointcall_geom4326,shipment_price
1787=03=20,,"Chitty, Thomas",,Bonne Intention,,Deal,,,1 700,700,600,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009845N,12,Lisbonne [mais: Angleterre],A0386686,britannique,110209,"51,216,667","1,4",Deal,3,1787-03-20,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3637
1787=03=13,,"Snaller, Abraham","Sneller, Abraham",Liberté,,Deal,,,,1 400,600,500,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001313N,12,Lisbonne [mais: Angleterre],A0386686,britannique,110146,"51,216,667","1,4",Deal,3,1787-03-13,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4050
1787=02=19,,"Chitty, Thomas",,Bonne Intention,,Deal,,,1 600,500,320,1 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009845N,12,Lisbonne [mais: Angleterre],A0386686,britannique,109999,"51,216,667","1,4",Deal,2,1787-02-19,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3474
1787=01=22,,"Randall, Richard",,Bonne Intention,,Deal,,,260,180,,4 000,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009845N,12,Lisbonne [mais: Angleterre],A0386686,britannique,109838,"51,216,667","1,4",Deal,1,1787-01-22,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3099
1787=01=18,,"Pain, Thomas",,Tigre,,Deal,,,2 000,640,320,4 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000468N,12,Lisbonne [mais: Angleterre],A0386686,britannique,109817,"51,216,667","1,4",Deal,1,1787-01-18,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4398
1787=01=18,,"Patison, Isaac","Pattisson, Isaac (spelling?)",Bonne Intention,,Deal,,,300,1 400,1 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009845N,12,Lisbonne [mais: Angleterre],A0386686,britannique,109816,"51,216,667","1,4",Deal,1,1787-01-18,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4363
1787=01=18,,"Snaller, Abraham",,Liberté,,Deal,,,1 600,,480,500,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001313N,12,Lisbonne [mais: Angleterre],A0386686,britannique,109811,"51,216,667","1,4",Deal,1,1787-01-18,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3527
1787=01=12,1787=01=11,"Snaker, Abraham","Snaller, Abraham (spelling?)",Liberté,,Deal,,,200,200,1 000,500,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001313N,12,Lisbonne [mais: Angleterre],A0386686,britannique,109789,"51,216,667","1,4",Deal,1,1787-01-12,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2319
1787=02=21,,"Smith, Francis",,Dunkerque,,Deal,,,2 000,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000495N,12,Lisbonne [mais: Angleterre],A0386686,britannique,110020,"51,216,667","1,4",Deal,2,1787-02-21,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3783
1787=12=01,,"Lambert, Richard",,Bonne Intention,,Deal,,,2 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0009845N,12,Lisbonne [mais: Angleterre],A0386686,britannique,111778,"51,216,667","1,4",Deal,12,1787-12-01,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3866
1787=01=03,,"West, John",,Tigre,,Deal,,,2 200,1 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000468N,12,Lisbonne [mais: Angleterre],A0386686,britannique,109738,"51,216,667","1,4",Deal,1,1787-01-03,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4208
1787=06=08,,"Kingsford, Jean",,Nancy,,Deal,,,400,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000295N,12,Lisbonne [mais: Angleterre],A0386686,britannique,110730,"51,216,667","1,4",Deal,6,1787-06-08,POINT (1.4 51.216667),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2673
1787=12=31,,"Walker, G.","Walker, Joseph",Wilks,,Whistable,,,1 920,200,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000517N,12,Lisbonne [mais: Angleterre],A0392080,britannique,111948,"51,35","1,1",Whistable,12,1787-12-31,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2756
1787=12=05,,"Walker, George",,Wilks,Wilkes,Withstabel [Whistable],Whitestabel,,1 720,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000517N,12,Lisbonne [mais: Angleterre],A0392080,britannique,111797,"51,35","1,1",Whistable,12,1787-12-05,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2744
1787=11=19,,"Firebrace, William",,Bonne Volonté des Amis,,Whistable,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000705N,12,Lisbonne [mais: Angleterre],A0392080,britannique,111705,"51,35","1,1",Whistable,11,1787-11-19,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2744
1787=10=30,,"Goodwin, Samuel","Goodwill, Samuel",Busy,,Whistable,,,40,600,200,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000725N,12,Lisbonne [mais: Angleterre],A0392080,britannique,111617,"51,35","1,1",Whistable,10,1787-10-30,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),1989
1787=10=29,,"Walker, George",,Reine Charlotte,,Whistable,,,2 000,400,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0012505N,12,Lisbonne [mais: Angleterre],A0392080,britannique,111612,"51,35","1,1",Whistable,10,1787-10-29,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2980
1787=10=17,,"Firebrace, William",,Friend Goodwill,Volonté des amis,Whistable,,,2 014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000705N,12,Lisbonne [mais: Angleterre],A0392080,britannique,111559,"51,35","1,1",Whistable,10,1787-10-17,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2989
1787=10=16,,"Walker, George",,Charlotte,,Whistable,,,2 400,1 200,520,20 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0012505N,12,Lisbonne [mais: Angleterre],A0392080,britannique,111551,"51,35","1,1",Whistable,10,1787-10-16,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),10945
1787=08=11,,"Wooton, Henry",,Busy,,Whistable,,,2 020,580,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000725N,12,Lisbonne [mais: Angleterre],A0392080,britannique,111102,"51,35","1,1",Whistable,8,1787-08-11,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),10201
1787=06=23,,"Gardner, Léonard",,Polly,,Whistable,,,440,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001402N,12,Lisbonne [mais: Angleterre],A0392080,britannique,110816,"51,35","1,1",Whistable,6,1787-06-23,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),9162
1787=04=10,,"Appleton, Thomas",,Polly,,Whistable,,,2 040,140,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001402N,12,Lisbonne [mais: Angleterre],A0392080,britannique,110393,"51,35","1,1",Whistable,4,1787-04-10,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),9870
1787=04=02,,"Bell, James",,Mairmand,,Whistable,,quantité raturée,3 040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001064N,12,Lisbonne [mais: Angleterre],A0392080,britannique,110308,"51,35","1,1",Whistable,4,1787-04-02,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),10461
1787=03=22,,"Wouten, Henry","Wooten, Henry",Busy,,Wistable,,,2 100,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000725N,12,Lisbonne [mais: Angleterre],A0392080,britannique,110230,"51,35","1,1",Whistable,3,1787-03-22,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),9953
1787=03=07,,"Walker, George","Walker, William",Polly,,Whistable,,,600,1 800,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001402N,12,Lisbonne [mais: Angleterre],A0392080,britannique,110102,"51,35","1,1",Whistable,3,1787-03-07,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),10071
1787=10=27,,"Allen, John",,Peggy,,Cork,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001104N,46,Milford,A0605259,britannique,111610,"51,898,611","-8,495,833",Cork,10,1787-10-27,POINT (-8.495833 51.898611),Irlande,Irlande,Grande-Bretagne,A0405307,Milford,Milford,"50,725","-1,592,778",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.592778 50.725),10071
1787=03=07,,"Firebram, William",,Bonne Volonté des Amis,,Whistable,,,2 540,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000705N,12,Lisbonne [mais: Angleterre],A0392080,britannique,110101,"51,35","1,1",Whistable,3,1787-03-07,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),10295
1787=02=07,,"Wooten, Henry",,Busy,,Whistable,,,1 800,500,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000725N,12,Lisbonne [mais: Angleterre],A0392080,britannique,109928,"51,35","1,1",Whistable,2,1787-02-07,POINT (1.1 51.35),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),9929
1787=08=24,,"Thompson, Jean",,Angley,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003283N,160,Sunderland,A0380557,britannique,111198,"54,911,944","-1,383,333",Sunderland,8,1787-08-24,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=12=17,,"North, Robert",,Sally,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002077N,150,Sunderland,A0380557,britannique,111905,"54,911,944","-1,383,333",Sunderland,12,1787-12-17,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=12=06,,"Moore, James",,Fortitude,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000382N,130,Sunderland,A0380557,britannique,111806,"54,911,944","-1,383,333",Sunderland,12,1787-12-06,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=11=26,,"Howe, John",,Providence,,Sunderland,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002719N,75,Sunderland,A0380557,britannique,111754,"54,911,944","-1,383,333",Sunderland,11,1787-11-26,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=11=26,,"Liddle, Marck",,Robert et Marie,,Sunderland,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003032N,115,Sunderland,A0380557,britannique,111753,"54,911,944","-1,383,333",Sunderland,11,1787-11-26,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=10=19,,"Kirkey, William",,Providence,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000497N,180,Sunderland,A0380557,britannique,111576,"54,911,944","-1,383,333",Sunderland,10,1787-10-19,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=10=17,,"Solley, Stephen",,Prince George,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000794N,65,Sunderland,A0380557,britannique,111566,"54,911,944","-1,383,333",Sunderland,10,1787-10-17,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=09=25,,"Williamson, John",,Kent,,Sunderland,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000584N,80,Sunderland,A0380557,britannique,111431,"54,911,944","-1,383,333",Sunderland,9,1787-09-25,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=09=11,,"Ness, Jean",,Société,,Sunderland,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001580N,150,Sunderland,A0380557,britannique,111318,"54,911,944","-1,383,333",Sunderland,9,1787-09-11,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=09=10,,"Burn, Nicolas",,Venus,,Sunderland,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003245N,150,Sunderland,A0380557,britannique,111303,"54,911,944","-1,383,333",Sunderland,9,1787-09-10,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=09=07,,"Kirkey, William",,Providence,,Sunderland,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000497N,180,Sunderland,A0380557,britannique,111289,"54,911,944","-1,383,333",Sunderland,9,1787-09-07,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=08=18,,"May, Jean",,Providence,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000632N,145,Sunderland,A0380557,britannique,111161,"54,911,944","-1,383,333",Sunderland,8,1787-08-18,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=08=04,,"Smith, Jean",,Jean et Elisabeth,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000435N,95,Sunderland,A0380557,britannique,111067,"54,911,944","-1,383,333",Sunderland,8,1787-08-04,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=07=13,,"Taylor, Jean",,Deux Amis,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000587N,110,Sunderland,A0380557,britannique,110927,"54,911,944","-1,383,333",Sunderland,7,1787-07-13,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=07=12,,"Story, William",,William et Marie,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001679N,150,Sunderland,A0380557,britannique,110924,"54,911,944","-1,383,333",Sunderland,7,1787-07-12,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=06=23,,"Wilkinson, John",,Economie,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003226N,162,Sunderland,A0380557,britannique,110822,"54,911,944","-1,383,333",Sunderland,6,1787-06-23,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=06=19,,"Ness, Jean",,Société,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001580N,150,Sunderland,A0380557,britannique,110799,"54,911,944","-1,383,333",Sunderland,6,1787-06-19,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),9929
1787=07=27,,"Arrell, Richard (**ADDED IN)",,Dolly,,Douvres,,,2 600,40,40,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A0382747,,,"51,133,333","1,3",Douvres,7,1787-07-27,POINT (1.3 51.133333),Kent,Angleterre,Grande-Bretagne,,,,,,,,,,,3111
1787=06=15,,"Smith, Jean",,Jean et Elisabeth,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000435N,95,Sunderland,A0380557,britannique,110774,"54,911,944","-1,383,333",Sunderland,6,1787-06-15,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),3111
1787=06=01,,"Richardson, Robert",,Vigne,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000593N,170,Southampton,A0380557,britannique,110693,"54,911,944","-1,383,333",Sunderland,6,1787-06-01,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0408148,Southampton,Southampton,"50,9","-1,4",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.4 50.9),3111
1787=05=12,,"Shephers, William",,Effort,,Sunderland,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000761N,100,Sunderland,A0380557,britannique,110566,"54,911,944","-1,383,333",Sunderland,5,1787-05-12,POINT (-1.383333 54.911944),North Umberland,Angleterre,Grande-Bretagne,A0380557,Sunderland,Sunderland,"54,911,944","-1,383,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-1.383333 54.911944),3111
